index,text,label
train_03_239_1870,Home Minister Rajnath Singh campaigning West Bengal assembly polls said spoken Mehbooba gave assurance students safe would enquire incident happened fix responsibility,0
train_03_24_87,Battle continues Poonch district seventh January two thousand and nine Prime Minister Soldiers gun-battle militants Bhati Dhar forest Poonch district,0
train_03_240_1030,Earlier letter HRD ministry NIT administration students demanded hoisting national flag action staff involved anti-national activities replacing Jammu Kashmir Police CRPF security NIT campus gripped tension following clashes wake India loss West Indies World twenty Cup,1
train_03_241_1155,Members Mamelodi community staged protest High Court Thursday complaining jail bail extended,1
train_03_242_372,They waved placards slogans Justice must done Stop killing mothers,0
train_03_243_1174,The SAHRC investigated Tatane death protest Ficksburg April two thousand and eleven followed complaint Council Advancement Constitution,1
train_03_244_2506,found police suitably equipped quell public disorder protest failed devise plan regulate monitor protest,0
train_03_245_2994,also found police failed authorise suitably qualified experienced member represent consultations negotiations protest,0
train_03_246_2552,suitably qualified person chosen person would foreseen demonstration would degenerate violence prepared eventuality said SAHRC said,1
train_03_247_1372,The issue raised Dalit activist Thol Thirumavalavan Lok Sabha heads Viduthalai Chiruthaigal Katchi Tamil Nadu protests staged row,0
train_03_248_1736,Delhi Bharatiya Janata Party Protests Against Power Tariff Hike first February two thousand and fourteen Prime Minister Criticising Delhi government failure check power tariff hike Bharatiya Janata Party Bharatiya Janata Party Saturday protested hike national capital,1
train_03_249_2770,Staging protest Bhajanpura Bharatiya Janata Party Delhi unit chief Vijay Goel said Chief Minister Arvind Kejriwal failed check power tariff hikes,0
train_03_25_465,Photo PTI JAMMU The battle raging militants security forces mountainous forested area Poonch district Jammu Kashmir continued seventh day Wednesday army officials said intruders tried breach security cordon laid around area overnight,0
train_03_250_3020,information spread area public started gathering front check-post demanding arrest policeman,1
train_03_251_1546,Referring Muzaffarnagar riots said Akhilesh Yadav-led Government state provided unprecedented relief measures riot victims victims communal carnage states left fend,0
train_03_252_2091,Government failure prevent flare-up Mulayam conceded preventive measures could defused situation,0
train_03_253_367,However pointed orgy violence brought control within forty-eight hours,0
train_03_254_349,Moreover said Akhilesh Government ought complimented ensuring state witnessed anymore incidents communal violence since Muzaffarnagar carnage,0
train_03_255_1180,Indian Express Debamitra Majumder Rajeev Kumar Rajeev Kumar Debamitra Majumder New delhi Fri Apr sixteen two thousand and ten hrs Raising slogans like Panchayato lar kar pahunche hain Sansad bhi lar pahuchenge fought reach panchayats fight reach Parliament Muslim women different parts country assembled Jantar Mantar Thursday demanding passage Women Reservation Bill Lok Sabha current session Parliament,1
train_03_255_1601,Muslim women sit dharna demand passage Women Reservation Bill,1
train_03_256_111,The dharna organised several Muslim women organisations behest AIDWA Bhartiya Muslim Mahila Andolan BMMA,0
train_03_257_379,like Delhi Agra Bijnor Kanpur Bhopal attended,0
train_03_258_2535,There also largescale displacement Kandhamal district two thousand and eight riots following killing Swami Lakshmanananda Saraswati,1
train_03_259_472,Tuesday National People Congress Chairman Zhang Dejiang said central government firmly supported Leung government first remark since year July one rally,0
train_03_26_172,Firing Tuesday night Wednesday morning indicated terrorists still present inside Brigadier General Staff BGS sixteen corps Brig Gurdeep Singh told reporters press conference near Pati Tar area operation still,0
train_03_260_902,The IEC Eastern Cape overcome road blocks intimidation missing ballot papers four thousand one hundred and sixty-five voting stations running smoothly said Wednesday,1
train_03_261_66,The Police Service clear barricaded roads force open voting stations locks changed communities Bamboo Spruit Jozana Nek Mngcunubeni Sterkspruit Mraji said statement,0
train_03_262_3066,Voters intimidated Kiba voting station protests Engcobo police dispersed,0
train_03_263_1905,Agitation intensified second April two thousand and eleven ALUVA The ongoing agitation closure study centres name reformist leaders Sree Sankaracharya Sanskrit University Kalady intensified said office-bearers Confederation Sanathana Dharma Suhruth Vedi Friday,0
train_03_264_760,About twenty-eight organisations banner Confederation Sanathana Dharma Suhruth Vedi launched agitations twenty months ago demanding study centres opened,1
train_03_265_1971,The Suhruth Vedi activists war path demonstrating various forms peaceful agitations Kalady Angamaly Thiruvananthapuram etc However agitation intensified forming action committees Aluva Perumbavoor Chalakudy Manjapra Thuravoor Malayattoor said SNDP Aluva Union Secretary Divakaran,0
train_03_266_1293,The TAC group Khayelitsha residents HIV-positive seeking reinstatement workers fired June eleven allegedly participating public service strike,1
train_03_267_1153,Not forty-one illegally taking part strike essential service workers also preventing fellow employees working threatening physically attacking,0
train_03_268_3152,They also preventing public entering premises health facilities,0
train_03_269_3365,Andhra Bifurcation Mixed Response Seemandhra Bandh seventh December two thousand and thirteen Prime Minister The two-day bandh call given pro-United Andhra Pradesh groups Cabinet nod draft bill bifurcation state evoked mixed response coastal Andhra Rayalaseema regions second day today,1
train_03_27_1669,The battle security forces militants forests Mendhar area Poonch erupted last Thursday,0
train_03_270_519,Most government private establishments remained open Vijayawada city one nerve centres agitation bifurcation,0
train_03_271_1610,But educational institutions declared holiday remained closed entirely,0
train_03_272_558,TDP legislator Devineni Umamaheswara Rao former Gadde Ramamohan city unit president Venkanna alongwith protesters staged demonstration bus station stalling district bus services two hours,0
train_03_273_2373,Workers TDP YSRCP pro-united Andhra Pradesh groups organised protests across Seemandhra,0
train_03_274_2434,YSR Congress Party initially called day-long bandh extended today,0
train_03_275_2575,Police took custody fifteen activists blocking traffic Visakhapatnam,1
train_03_276_1162,TDP leaders blocked roads various places Krishna district,0
train_03_277_129,LeT militant held beheading Congress leader twenty-first May two thousand and eleven Prime Minister JAMMU Lashkar-e-Taiba LeT terrorist arrested murder Congress leader Abdul Gani Rather last week police said Saturday,1
train_03_278_759,The Congress leader kidnapped beheaded Lashkar terrorists night May sixteen,0
train_03_279_2792,KRISHNAGIRI Call shun forms violence women December thirteen two thousand and twelve IST Over three hundred people form human chain Krishnagiri Over three hundred people including sub judge professors college students formed human chain Krishnagiri Wednesday shun forms violence women,1
train_03_28_1292,Singh said militants tried breach cordon Tuesday night troops fired pushing back jungle,0
train_03_280_1910,Campaign Negligence Girl Child non-governmental organisation District Legal Services Authority jointly organised human chain part worldwide campaign violence women November twenty-five December twelve,1
